X,Y,featuretype,descripton,class,facility_name,facility_operationalstatus,abs_suburb,facility_state,facility_date,facility_revised
141.798754529,-37.8584191479999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BRANXHOLME POLICE STATION,OPERATIONAL,BRANXHOLME,Victoria,,2018/05/15 00:00:00+00
147.069627995,-37.8434332699999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BRIAGOLONG POLICE STATION,OPERATIONAL,BRIAGOLONG,Victoria,,2018/05/15 00:00:00+00
143.940008564,-36.601703716,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BRIDGEWATER POLICE STATION,OPERATIONAL,BRIDGEWATER ON LODDON,Victoria,,2018/05/15 00:00:00+00
146.962049483,-36.731794254,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BRIGHT POLICE STATION,OPERATIONAL,BRIGHT,Victoria,,2018/05/15 00:00:00+00
145.055423388,-37.203404626,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BROADFORD POLICE STATION,OPERATIONAL,BROADFORD,Victoria,,2018/05/15 00:00:00+00
144.916874553,-37.683222999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BROADMEADOWS POLICE STATION,OPERATIONAL,BROADMEADOWS,Victoria,,2018/05/15 00:00:00+00
144.96306858,-37.762812743,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BRUNSWICK POLICE STATION,OPERATIONAL,BRUNSWICK,Victoria,,2018/05/15 00:00:00+00
147.831119089,-37.7075128289999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BRUTHEN POLICE STATION,OPERATIONAL,BRUTHEN,Victoria,,2018/05/15 00:00:00+00
144.168414984,-38.049933261,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BANNOCKBURN POLICE STATION,OPERATIONAL,BANNOCKBURN,Victoria,,2018/05/15 00:00:00+00
143.381058135,-37.431484574,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BEAUFORT POLICE STATION,OPERATIONAL,BEAUFORT,Victoria,,2018/05/15 00:00:00+00
143.640059579,-38.195306156,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BEEAC POLICE STATION,OPERATIONAL,BEEAC,Victoria,,2018/05/15 00:00:00+00
146.68887022,-36.358371903,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BEECHWORTH POLICE STATION,OPERATIONAL,BEECHWORTH,Victoria,,2018/05/15 00:00:00+00
145.354617715,-37.90808937,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BELGRAVE POLICE STATION,OPERATIONAL,BELGRAVE,Victoria,,2018/05/15 00:00:00+00
145.975297955,-36.555603587,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BENALLA POLICE STATION,OPERATIONAL,BENALLA,Victoria,,2018/05/15 00:00:00+00
144.266989362,-36.766989644,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BENDIGO POLICE STATION,OPERATIONAL,BENDIGO,Victoria,,2018/05/15 00:00:00+00
148.884912486,-37.147072415,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BENDOC POLICE STATION,OPERATIONAL,BENDOC,Victoria,,2018/05/15 00:00:00+00
147.099325817,-36.12547928,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BETHANGA POLICE STATION,OPERATIONAL,BETHANGA,Victoria,,2018/05/15 00:00:00+00
142.419499446,-35.943240164,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BEULAH POLICE STATION,OPERATIONAL,BEULAH,Victoria,,2018/05/15 00:00:00+00
142.917322285,-35.979800145,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BIRCHIP POLICE STATION,OPERATIONAL,BIRCHIP,Victoria,,2018/05/15 00:00:00+00
143.782711014,-38.336298481,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BIRREGURRA POLICE STATION,OPERATIONAL,BIRREGURRA,Victoria,,2018/05/15 00:00:00+00
146.272320664,-38.3804426519999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BOOLARRA POLICE STATION,OPERATIONAL,BOOLARRA,Victoria,,2018/05/15 00:00:00+00
143.723409189,-36.116062863,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BOORT POLICE STATION,OPERATIONAL,BOORT,Victoria,,2018/05/15 00:00:00+00
145.285487745,-37.859934558,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BORONIA POLICE STATION,OPERATIONAL,BORONIA,Victoria,,2018/05/15 00:00:00+00
145.127298272,-37.8180849829999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BOX HILL POLICE STATION,OPERATIONAL,BOX HILL,Victoria,,2018/05/15 00:00:00+00
144.993567885,-37.8040432839999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COLLINGWOOD POLICE STATION,OPERATIONAL,ABBOTSFORD,Victoria,,2018/05/15 00:00:00+00
145.707770889,-37.188634559,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ALEXANDRA POLICE STATION,OPERATIONAL,ALEXANDRA,Victoria,,2018/05/15 00:00:00+00
144.84472483,-37.836091896,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ALTONA NORTH POLICE STATION,OPERATIONAL,ALTONA NORTH,Victoria,,2018/05/15 00:00:00+00
144.192228145,-38.4033986389999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ANGLESEA POLICE STATION,OPERATIONAL,ANGLESEA,Victoria,,2018/05/15 00:00:00+00
143.670381598,-38.759664401,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,APOLLO BAY POLICE STATION,OPERATIONAL,APOLLO BAY,Victoria,,2018/05/15 00:00:00+00
141.083618543,-36.967060596,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,APSLEY POLICE STATION,OPERATIONAL,APSLEY,Victoria,,2018/05/15 00:00:00+00
142.926722421,-37.2842431889999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ARARAT POLICE STATION,OPERATIONAL,ARARAT,Victoria,,2018/05/15 00:00:00+00
145.079709691,-37.8628742719999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ASHBURTON POLICE STATION,OPERATIONAL,ASHBURTON,Victoria,,2018/05/15 00:00:00+00
143.474095642,-37.0871701369999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AVOCA POLICE STATION,OPERATIONAL,AVOCA,Victoria,,2018/05/15 00:00:00+00
144.859440984,-37.755729787,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AVONDALE HEIGHTS POLICE STATION,OPERATIONAL,AVONDALE HEIGHTS,Victoria,,2018/05/15 00:00:00+00
144.501567859,-36.786992829,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AXEDALE POLICE STATION,OPERATIONAL,AXEDALE,Victoria,,2018/05/15 00:00:00+00
144.436020466,-37.675788068,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BACCHUS MARSH POLICE STATION,OPERATIONAL,BACCHUS MARSH,Victoria,,2018/05/15 00:00:00+00
147.635958037,-37.8258639389999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BAIRNSDALE POLICE STATION,OPERATIONAL,BAIRNSDALE,Victoria,,2018/05/15 00:00:00+00
144.220889177,-37.599951169,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BALLAN POLICE STATION,OPERATIONAL,BALLAN,Victoria,,2018/05/15 00:00:00+00
143.859119187,-37.564186266,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BALLARAT POLICE STATION,OPERATIONAL,BALLARAT CENTRAL,Victoria,,2018/05/15 00:00:00+00
141.832320651,-37.2522101389999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BALMORAL POLICE STATION,OPERATIONAL,BALMORAL,Victoria,,2018/05/15 00:00:00+00
145.572693823,-36.751731513,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,EUROA POLICE STATION,OPERATIONAL,EUROA,Victoria,,2018/05/15 00:00:00+00
147.282683998,-36.863572001,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FALLS CREEK POLICE STATION,OPERATIONAL,FALLS CREEK,Victoria,,2018/05/15 00:00:00+00
144.979131553,-37.8022218749999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FITZROY POLICE STATION,OPERATIONAL,FITZROY,Victoria,,2018/05/15 00:00:00+00
144.932149807,-37.785119107,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FLEMINGTON POLICE STATION,OPERATIONAL,FLEMINGTON,Victoria,,2018/05/15 00:00:00+00
144.901372799,-37.8038670129999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FOOTSCRAY POLICE STATION,OPERATIONAL,FOOTSCRAY,Victoria,,2018/05/15 00:00:00+00
143.716627395,-38.521024809,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FORREST POLICE STATION,OPERATIONAL,FORREST,Victoria,,2018/05/15 00:00:00+00
146.202435454,-38.652145914,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FOSTER POLICE STATION,OPERATIONAL,FOSTER,Victoria,,2018/05/15 00:00:00+00
145.124667023,-38.138900763,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FRANKSTON POLICE STATION,OPERATIONAL,FRANKSTON,Victoria,,2018/05/15 00:00:00+00
141.40602714,-37.585324516,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CASTERTON POLICE STATION,OPERATIONAL,CASTERTON,Victoria,,2018/05/15 00:00:00+00
144.21936548,-37.063730504,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CASTLEMAINE POLICE STATION,OPERATIONAL,CASTLEMAINE,Victoria,,2018/05/15 00:00:00+00
145.023271263,-37.8812935789999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CAULFIELD POLICE STATION,OPERATIONAL,CAULFIELD,Victoria,,2018/05/15 00:00:00+00
142.040410388,-37.527204948,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CAVENDISH POLICE STATION,OPERATIONAL,CAVENDISH,Victoria,,2018/05/15 00:00:00+00
143.34837347,-36.269605407,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CHARLTON POLICE STATION,OPERATIONAL,CHARLTON,Victoria,,2018/05/15 00:00:00+00
145.116327595,-38.051355741,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CHELSEA POLICE STATION,OPERATIONAL,CHELSEA,Victoria,,2018/05/15 00:00:00+00
145.056587225,-37.9647439569999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CHELTENHAM POLICE STATION,OPERATIONAL,CHELTENHAM,Victoria,,2018/05/15 00:00:00+00
146.610571357,-36.148145238,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CHILTERN POLICE STATION,OPERATIONAL,CHILTERN,Victoria,,2018/05/15 00:00:00+00
146.417384035,-38.307728099,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CHURCHILL POLICE STATION,OPERATIONAL,CHURCHILL,Victoria,,2018/05/15 00:00:00+00
145.120466725,-37.920137563,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CLAYTON POLICE STATION,OPERATIONAL,CLAYTON,Victoria,,2018/05/15 00:00:00+00
143.783628998,-37.295149506,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CLUNES POLICE STATION,OPERATIONAL,CLUNES,Victoria,,2018/05/15 00:00:00+00
143.075561377,-38.3281915499999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COBDEN POLICE STATION,OPERATIONAL,COBDEN,Victoria,,2018/05/15 00:00:00+00
145.650974382,-35.9203836309999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COBRAM POLICE STATION,OPERATIONAL,COBRAM,Victoria,,2018/05/15 00:00:00+00
144.221533548,-35.811344802,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COHUNA POLICE STATION,OPERATIONAL,COHUNA,Victoria,,2018/05/15 00:00:00+00
141.693057849,-37.599860866,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COLERAINE POLICE STATION,OPERATIONAL,COLERAINE,Victoria,,2018/05/15 00:00:00+00
144.358233322,-38.0739016209999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CORIO POLICE STATION,OPERATIONAL,CORIO,Victoria,,2018/05/15 00:00:00+00
147.903941376,-36.1945137169999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CORRYONG POLICE STATION,OPERATIONAL,CORRYONG,Victoria,,2018/05/15 00:00:00+00
145.235670895,-38.4500808069999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COWES POLICE STATION,OPERATIONAL,COWES,Victoria,,2018/05/15 00:00:00+00
144.933119453,-37.598345673,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CRAIGIEBURN POLICE STATION,OPERATIONAL,CRAIGIEBURN,Victoria,,2018/05/15 00:00:00+00
145.283429475,-38.1133624239999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CRANBOURNE POLICE STATION,OPERATIONAL,CRANBOURNE,Victoria,,2018/05/15 00:00:00+00
143.633645565,-38.031704036,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CRESSY POLICE STATION,OPERATIONAL,CRESSY,Victoria,,2018/05/15 00:00:00+00
143.892347242,-37.429898468,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CRESWICK POLICE STATION,OPERATIONAL,CRESWICK,Victoria,,2018/05/15 00:00:00+00
145.278498943,-37.799216572,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CROYDON POLICE STATION,OPERATIONAL,CROYDON,Victoria,,2018/05/15 00:00:00+00
143.106266859,-35.7174687909999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CULGOA POLICE STATION,OPERATIONAL,CULGOA,Victoria,,2018/05/15 00:00:00+00
145.217384915,-37.9902486089999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DANDENONG POLICE STATION,OPERATIONAL,DANDENONG,Victoria,,2018/05/15 00:00:00+00
144.14372539,-37.338020469,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DAYLESFORD POLICE STATION,OPERATIONAL,DAYLESFORD,Victoria,,2018/05/15 00:00:00+00
147.017602821,-36.471627094,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DEDERANG POLICE STATION,OPERATIONAL,DEDERANG,Victoria,,2018/05/15 00:00:00+00
145.160594182,-37.674089669,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DIAMOND CREEK POLICE STATION,OPERATIONAL,DIAMOND CREEK,Victoria,,2018/05/15 00:00:00+00
142.027881513,-36.456440078,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DIMBOOLA POLICE STATION,OPERATIONAL,DIMBOOLA,Victoria,,2018/05/15 00:00:00+00
144.951254155,-37.8138074459999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MELBOURNE WEST POLICE STATION,OPERATIONAL,DOCKLANDS,Victoria,,2018/05/15 00:00:00+00
142.984066508,-36.3736569179999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DONALD POLICE STATION,OPERATIONAL,DONALD,Victoria,,2018/05/15 00:00:00+00
145.157831611,-37.7884236319999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DONCASTER POLICE STATION,OPERATIONAL,DONCASTER EAST,Victoria,,2018/05/15 00:00:00+00
148.171310163,-37.4998714709999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BUCHAN POLICE STATION,OPERATIONAL,BUCHAN,Victoria,,2018/05/15 00:00:00+00
143.884645577,-37.651557262,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BUNINYONG POLICE STATION,OPERATIONAL,BUNINYONG,Victoria,,2018/05/15 00:00:00+00
145.71779978,-38.097515018,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BUNYIP POLICE STATION,OPERATIONAL,BUNYIP,Victoria,,2018/05/15 00:00:00+00
145.098177791,-37.850883799,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BURWOOD POLICE STATION,OPERATIONAL,BURWOOD,Victoria,,2018/05/15 00:00:00+00
145.059226232,-37.833215372,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CAMBERWELL POLICE STATION,OPERATIONAL,CAMBERWELL,Victoria,,2018/05/15 00:00:00+00
143.146095413,-38.230516697,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CAMPERDOWN POLICE STATION,OPERATIONAL,CAMPERDOWN,Victoria,,2018/05/15 00:00:00+00
149.152232761,-37.564728794,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CANN RIVER POLICE STATION,OPERATIONAL,CANN RIVER,Victoria,,2018/05/15 00:00:00+00
144.741224086,-37.730720033,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CAROLINE SPRINGS POLICE STATION,OPERATIONAL,CAROLINE SPRINGS,Victoria,,2018/05/15 00:00:00+00
145.685703746,-36.3304489019999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DOOKIE POLICE STATION,OPERATIONAL,DOOKIE,Victoria,,2018/05/15 00:00:00+00
144.961051622,-38.334731709,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DROMANA POLICE STATION,OPERATIONAL,DROMANA,Victoria,,2018/05/15 00:00:00+00
145.849323796,-38.130212663,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DROUIN POLICE STATION,OPERATIONAL,DROUIN,Victoria,,2018/05/15 00:00:00+00
144.569764099,-38.17496926,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DRYSDALE POLICE STATION,OPERATIONAL,DRYSDALE,Victoria,,2018/05/15 00:00:00+00
142.345042606,-37.6499802,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DUNKELD POLICE STATION,OPERATIONAL,DUNKELD,Victoria,,2018/05/15 00:00:00+00
143.73365404,-36.857120911,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DUNOLLY POLICE STATION,OPERATIONAL,DUNOLLY,Victoria,,2018/05/15 00:00:00+00
144.744872005,-36.119090016,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ECHUCA POLICE STATION,OPERATIONAL,ECHUCA,Victoria,,2018/05/15 00:00:00+00
141.292868228,-37.036390094,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,EDENHOPE POLICE STATION,OPERATIONAL,EDENHOPE,Victoria,,2018/05/15 00:00:00+00
145.910322539,-37.232276267,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,EILDON POLICE STATION,OPERATIONAL,EILDON,Victoria,,2018/05/15 00:00:00+00
143.250506819,-37.1808429129999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ELMHURST POLICE STATION,OPERATIONAL,ELMHURST,Victoria,,2018/05/15 00:00:00+00
144.61103433,-36.495993142,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ELMORE POLICE STATION,OPERATIONAL,ELMORE,Victoria,,2018/05/15 00:00:00+00
145.15063747,-37.7134472029999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ELTHAM POLICE STATION,OPERATIONAL,ELTHAM,Victoria,,2018/05/15 00:00:00+00
145.44392646,-37.930511065,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,EMERALD POLICE STATION,OPERATIONAL,EMERALD,Victoria,,2018/05/15 00:00:00+00
145.261675645,-37.9756629629999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ENDEAVOUR HILLS POLICE STATION,OPERATIONAL,ENDEAVOUR HILLS,Victoria,,2018/05/15 00:00:00+00
145.025891621,-37.646742038,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,EPPING POLICE STATION,OPERATIONAL,EPPING,Victoria,,2018/05/15 00:00:00+00
144.898863593,-37.719845409,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,POLICE AIRWING POLICE STATION,OPERATIONAL,ESSENDON FIELDS,Victoria,,2018/05/15 00:00:00+00
145.510881305,-37.6566271529999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,HEALESVILLE POLICE STATION,OPERATIONAL,HEALESVILLE,Victoria,,2018/05/15 00:00:00+00
144.709129325,-36.9217141,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,HEATHCOTE POLICE STATION,OPERATIONAL,HEATHCOTE,Victoria,,2018/05/15 00:00:00+00
145.070730026,-37.7575201989999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,HEIDELBERG POLICE STATION,OPERATIONAL,HEIDELBERG,Victoria,,2018/05/15 00:00:00+00
